constellation,environment,elevation_deg,cn0_dbhz,num_satellites,pdop,position_error_m,multipath_index
GLONASS,Urban Canyon,35.96,30.65,7,2.063,4.2453,0.8623
GPS,Urban Canyon,25.13,38.78,9,7.594,5.4878,0.708
GLONASS,Open Sky,49.29,42.2,9,1.562,1.5613,0.2116
Galileo,Urban Canyon,54.08,40.49,4,3.548,4.2578,0.7362
GLONASS,Urban Canyon,33.02,32.12,6,3.041,4.8364,0.752
Galileo,Urban Canyon,27.98,38.31,9,4.1,4.0461,0.886
Galileo,Urban Canyon,14.4,32.16,7,2.426,2.9173,0.8022
GPS,Urban Canyon,34.89,34.01,5,2.683,4.2531,0.636
GPS,Urban Canyon,40.83,39.36,11,4.111,4.7272,0.7089
GLONASS,Urban Canyon,21.65,35.34,4,2.534,6.8868,0.4732
GPS,Open Sky,35.7,42.96,8,1.867,0.2704,0.2536
GPS,Urban Canyon,26.5,42.04,9,3.374,4.8855,0.8666
GPS,Open Sky,49.15,41.78,9,1.638,0.9626,0.222
GPS,Urban Canyon,51.31,41.33,11,2.472,3.4843,0.7088
BeiDou,Urban Canyon,37.61,24.82,6,5.538,4.7324,0.4495
Galileo,Open Sky,23.0,38.22,8,1.185,0.1354,0.0553
BeiDou,Open Sky,70.87,49.5,9,2.16,3.2693,0.1539
GPS,Open Sky,57.59,44.16,10,2.088,1.6591,0.0213
GLONASS,Open Sky,46.37,41.09,11,1.938,1.8254,0.1252
Galileo,Open Sky,56.0,39.32,13,2.119,0.3968,0.2257
Galileo,Urban Canyon,19.76,30.28,9,4.368,4.6846,0.6075
BeiDou,Urban Canyon,35.72,34.86,5,2.379,4.3585,0.6809
BeiDou,Urban Canyon,25.47,37.9,5,2.508,5.4522,0.6049
BeiDou,Open Sky,9.63,43.35,10,2.358,2.0498,0.3164
GPS,Open Sky,41.26,48.14,12,1.56,0.5857,0.2701
GPS,Open Sky,40.06,41.83,9,1.157,1.2027,0.2395
GLONASS,Urban Canyon,10.61,33.65,6,2.936,5.5158,0.6219
GPS,Open Sky,64.07,39.47,8,2.191,3.3196,0.1619
GLONASS,Open Sky,44.46,46.24,9,1.925,1.1784,0.0605
Galileo,Open Sky,51.72,48.58,12,1.223,0.1,0.1371
Galileo,Urban Canyon,23.84,31.79,4,3.078,4.6227,0.5276
BeiDou,Open Sky,51.81,43.98,13,1.974,2.9027,0.3552
GLONASS,Urban Canyon,19.67,27.93,9,3.766,5.4448,0.419
GPS,Urban Canyon,41.65,34.79,6,1.661,3.7744,0.7426
GPS,Urban Canyon,31.2,36.84,8,4.151,3.3002,0.6507
GLONASS,Open Sky,55.89,44.71,14,2.068,0.6456,0.1804
Galileo,Open Sky,49.07,43.8,9,2.79,2.4267,0.3521
GPS,Open Sky,59.25,38.45,12,2.011,2.7262,0.1958
Galileo,Open Sky,82.23,41.84,8,2.773,0.1,0.1653
GLONASS,Urban Canyon,40.86,34.51,8,3.023,5.5975,0.3395
BeiDou,Open Sky,56.06,36.91,15,1.556,1.6349,0.1756
Galileo,Open Sky,65.31,44.53,8,1.0,1.9711,0.1157
Galileo,Open Sky,48.94,42.56,10,1.83,0.1,0.3007
GPS,Urban Canyon,10.05,36.85,7,3.753,4.5192,0.7855
Galileo,Open Sky,47.05,43.67,9,2.173,0.1,0.2351
GPS,Urban Canyon,23.88,43.1,7,5.23,5.6458,0.9511
Galileo,Open Sky,59.65,38.48,10,2.23,2.2768,0.0866
GLONASS,Urban Canyon,26.95,34.4,8,2.142,5.6514,0.2979
GPS,Urban Canyon,33.88,37.98,6,4.831,4.5041,0.913
GPS,Open Sky,58.27,47.35,14,3.297,3.0426,0.0328
GPS,Open Sky,51.98,41.69,12,2.183,0.9022,0.073
BeiDou,Open Sky,56.09,33.91,12,2.643,2.8441,0.0596
GLONASS,Open Sky,49.29,45.48,7,1.29,2.8715,0.1213
GPS,Open Sky,37.92,43.81,12,2.113,1.454,0.1079
BeiDou,Urban Canyon,21.03,27.99,9,3.981,5.4142,0.4095
Galileo,Urban Canyon,41.59,33.6,9,3.378,2.6063,0.6573
Galileo,Open Sky,55.24,40.34,11,1.076,0.217,0.1272
BeiDou,Urban Canyon,25.82,27.34,8,5.743,7.1149,0.7101
GPS,Open Sky,45.33,49.88,12,1.787,1.1038,0.1419
GPS,Urban Canyon,29.14,36.75,8,3.911,5.5394,0.4826
Galileo,Open Sky,51.84,47.6,10,1.436,0.5115,0.1138
GPS,Urban Canyon,41.14,37.34,4,5.987,7.3914,0.4489
GLONASS,Urban Canyon,20.28,38.05,10,2.612,5.1246,0.5001
GPS,Open Sky,73.7,47.17,12,1.171,0.9211,0.2657
GPS,Open Sky,64.12,38.29,15,2.549,0.3629,0.1443
GPS,Open Sky,35.48,35.41,8,3.108,2.1593,0.2891
Galileo,Urban Canyon,18.8,43.26,7,4.046,4.1232,0.6688
GPS,Open Sky,69.2,43.5,12,1.856,1.9819,0.1489
GPS,Urban Canyon,43.3,27.51,4,4.489,6.6771,0.5887
BeiDou,Urban Canyon,5.0,30.57,5,4.888,5.439,0.5466
GPS,Urban Canyon,16.27,30.87,7,2.865,4.8116,0.8025
Galileo,Open Sky,45.04,40.57,9,1.785,1.5933,0.0444
GPS,Open Sky,82.56,38.86,11,1.554,0.6262,0.1363
Galileo,Urban Canyon,23.83,37.98,10,8.0,6.6858,0.678
GPS,Open Sky,39.47,43.23,11,1.537,2.1129,0.0309
GLONASS,Urban Canyon,38.86,27.81,9,2.65,6.1134,0.8439
GPS,Open Sky,35.37,38.95,13,1.457,0.8928,0.3949
BeiDou,Open Sky,47.77,45.54,13,2.504,2.4834,0.1015
BeiDou,Urban Canyon,29.64,30.37,10,3.38,4.5092,0.696
GPS,Open Sky,36.44,43.26,9,1.203,1.0555,0.0912
GPS,Open Sky,54.07,51.42,11,1.812,1.325,0.2012
GPS,Open Sky,15.42,40.02,11,1.498,2.3018,0.309
GLONASS,Open Sky,79.36,45.71,10,1.2,1.2391,0.1195
GPS,Urban Canyon,30.75,38.13,8,5.248,6.211,0.4107
BeiDou,Open Sky,8.03,46.8,13,1.985,1.8964,0.1474
GLONASS,Open Sky,18.0,38.35,10,1.646,2.5454,0.1283
BeiDou,Open Sky,40.24,40.0,9,1.769,1.1562,0.104
Galileo,Urban Canyon,37.59,39.44,8,3.982,5.8682,0.2312
BeiDou,Open Sky,30.62,43.2,10,2.978,2.3721,0.1056
GPS,Urban Canyon,40.17,39.67,6,6.321,6.324,0.6856
Galileo,Urban Canyon,31.67,31.36,5,3.665,5.5428,0.8235
GPS,Open Sky,47.85,47.36,11,1.0,0.1,0.2106
BeiDou,Urban Canyon,18.22,39.39,10,1.717,4.0219,0.6927
Galileo,Urban Canyon,34.57,48.29,4,3.221,3.7475,0.4851
BeiDou,Open Sky,54.48,40.88,9,1.6,1.5407,0.2098
GPS,Open Sky,66.22,46.7,13,1.686,2.1647,0.1975
BeiDou,Urban Canyon,25.55,33.55,5,4.689,4.4584,0.4482
Galileo,Urban Canyon,41.37,32.21,7,2.658,5.5455,0.6719
Galileo,Urban Canyon,32.88,34.09,8,5.542,4.7741,0.4198
BeiDou,Urban Canyon,35.21,36.39,8,2.496,4.109,0.5135
Galileo,Open Sky,46.38,45.95,12,1.44,1.0002,0.1642
Galileo,Urban Canyon,18.43,41.96,4,3.864,4.3164,0.6952
Galileo,Urban Canyon,28.48,32.88,7,1.84,3.2943,0.7095
GPS,Open Sky,51.06,40.86,12,1.482,1.3037,0.154
GPS,Open Sky,35.9,39.3,7,2.14,0.1,0.2297
GPS,Open Sky,34.93,41.17,10,2.739,1.7413,0.3706
GPS,Urban Canyon,12.15,33.53,5,2.819,5.031,0.6325
BeiDou,Open Sky,25.88,38.53,12,1.0,1.9302,0.1734
Galileo,Urban Canyon,61.56,39.24,11,1.826,3.0977,0.6264
Galileo,Open Sky,7.66,38.64,12,2.442,0.7987,0.0579
Galileo,Open Sky,55.98,41.66,11,1.972,2.0664,0.1373
Galileo,Urban Canyon,35.18,33.55,7,3.081,4.0051,0.6838
GLONASS,Open Sky,48.31,36.33,8,2.763,2.8607,0.4919
BeiDou,Urban Canyon,22.12,35.68,7,2.31,4.1904,0.6541
BeiDou,Open Sky,35.24,40.81,12,1.685,1.0851,0.3365
Galileo,Urban Canyon,20.03,32.8,6,7.466,6.5737,0.7952
GPS,Open Sky,39.59,42.1,11,2.43,2.423,0.1461
Galileo,Urban Canyon,42.94,33.27,6,3.009,4.3852,0.5344
Galileo,Urban Canyon,48.93,38.97,7,3.561,4.2178,0.553
Galileo,Open Sky,69.71,33.54,7,1.652,1.9905,0.1374
GLONASS,Open Sky,41.88,44.15,11,1.732,0.9384,0.0449
Galileo,Open Sky,42.27,40.61,12,1.282,0.2971,0.1961
GPS,Urban Canyon,5.0,42.23,8,6.196,6.1726,0.6368
GPS,Urban Canyon,15.29,40.85,6,4.927,4.9338,0.6628
Galileo,Open Sky,51.05,44.63,11,1.536,0.1,0.1623
GPS,Open Sky,48.62,41.93,10,1.763,0.365,0.1662
GPS,Urban Canyon,21.37,35.4,7,3.154,4.5645,0.7966
GLONASS,Open Sky,46.5,39.68,12,2.448,3.0935,0.1554
Galileo,Urban Canyon,50.18,29.91,11,3.638,5.4988,0.2687
GPS,Open Sky,59.05,43.06,16,2.644,0.9819,0.0663
Galileo,Urban Canyon,12.2,36.78,7,3.21,5.231,0.5047
GLONASS,Urban Canyon,30.82,41.58,8,4.353,5.419,0.768
GPS,Open Sky,42.0,42.17,7,2.079,1.5478,0.1992
BeiDou,Open Sky,60.24,44.72,12,2.344,2.2074,0.1736
BeiDou,Open Sky,59.52,45.77,12,2.337,3.0069,0.0348
Galileo,Urban Canyon,16.08,38.31,7,5.117,4.9332,0.5996
GLONASS,Open Sky,26.65,45.22,10,1.006,2.2304,0.2158
GPS,Urban Canyon,43.2,37.6,6,2.785,4.3659,0.8498
BeiDou,Urban Canyon,27.95,33.89,8,2.439,4.4079,0.5309
Galileo,Open Sky,59.44,40.2,11,1.579,2.1706,0.1172
BeiDou,Urban Canyon,42.62,29.23,8,6.032,7.585,0.6831
Galileo,Open Sky,47.17,38.92,7,1.178,1.0211,0.4184
GPS,Urban Canyon,26.87,36.96,5,3.967,5.2093,0.5447
GPS,Open Sky,43.13,39.62,10,2.237,2.0146,0.0232
GLONASS,Urban Canyon,15.97,29.92,11,2.801,6.6322,0.4353
Galileo,Urban Canyon,39.27,32.11,10,2.659,3.9944,0.5716
GPS,Urban Canyon,14.87,35.53,10,2.844,5.0533,0.6052
GLONASS,Urban Canyon,35.49,35.3,8,4.102,5.7329,0.553
BeiDou,Open Sky,40.66,43.95,11,1.746,0.8538,0.3035
Galileo,Urban Canyon,24.56,29.56,7,7.472,4.9443,0.715
Galileo,Urban Canyon,34.39,38.24,6,4.925,5.4109,0.7757
GPS,Urban Canyon,24.09,33.04,7,3.799,6.3394,0.3348
GLONASS,Open Sky,48.66,39.36,11,1.321,1.715,0.0097
GPS,Open Sky,51.24,40.19,8,1.401,1.3587,0.58
BeiDou,Urban Canyon,19.98,36.77,9,2.374,3.7086,0.53
Galileo,Open Sky,47.99,44.27,12,1.455,0.2444,0.3133
Galileo,Urban Canyon,37.61,32.27,9,1.702,2.6118,0.504
GPS,Urban Canyon,34.62,35.14,6,5.173,5.5855,0.7176
GPS,Urban Canyon,45.28,33.55,6,5.935,4.8401,0.8943
GLONASS,Open Sky,21.43,39.97,14,1.806,0.2623,0.0324
Galileo,Urban Canyon,23.03,41.78,11,3.183,4.8512,0.5287
Galileo,Open Sky,65.71,38.65,11,1.771,0.1,0.1047
BeiDou,Open Sky,25.01,44.02,15,1.915,0.3272,0.1893
BeiDou,Urban Canyon,43.5,35.45,6,3.611,5.2121,0.6245
BeiDou,Open Sky,38.64,47.98,9,1.974,2.1622,0.0877
GPS,Open Sky,27.89,47.49,9,1.307,2.7502,0.1656
Galileo,Open Sky,32.52,39.53,12,2.034,0.1,0.2177
BeiDou,Open Sky,55.98,48.98,9,1.138,1.7083,0.0739
Galileo,Urban Canyon,40.82,41.48,6,3.994,3.6226,0.7401
GPS,Open Sky,41.57,38.33,12,1.402,1.0522,0.2501
BeiDou,Open Sky,22.0,38.48,14,1.415,2.1033,0.3384
Galileo,Urban Canyon,26.12,43.31,5,4.332,4.3736,0.6391
Galileo,Open Sky,73.58,50.34,17,3.238,1.0648,0.4198
BeiDou,Urban Canyon,11.47,38.76,6,3.678,4.5452,0.7517
GLONASS,Urban Canyon,30.47,34.17,9,5.148,6.6411,0.8079
Galileo,Urban Canyon,21.56,28.24,4,4.937,4.6433,0.8398
Galileo,Urban Canyon,15.4,39.68,9,2.683,4.0799,0.8476
Galileo,Open Sky,54.54,35.16,11,1.876,1.5115,0.3804
GPS,Urban Canyon,32.76,38.02,5,3.611,4.4151,0.3312
GLONASS,Open Sky,47.54,42.61,13,1.218,2.2458,0.1081
BeiDou,Open Sky,32.56,41.69,9,1.0,0.3659,0.2021
GPS,Urban Canyon,26.65,33.29,8,4.558,6.5025,0.5951
GPS,Open Sky,67.05,40.43,10,1.681,1.6759,0.3766
BeiDou,Urban Canyon,44.77,37.57,7,3.45,4.6356,0.5664
GPS,Urban Canyon,24.88,38.01,4,3.662,4.7405,0.5222
Galileo,Urban Canyon,37.54,33.99,7,4.42,5.7535,0.5003
Galileo,Open Sky,52.68,44.81,10,3.591,3.0522,0.122
GLONASS,Open Sky,41.38,44.27,12,3.112,2.9422,0.1094
GPS,Urban Canyon,37.99,38.93,5,4.78,5.1584,0.626
GLONASS,Open Sky,43.51,47.52,14,1.474,2.2247,0.2798
Galileo,Open Sky,37.5,42.44,15,1.387,2.1757,0.2458
GLONASS,Urban Canyon,24.53,38.55,10,4.237,4.5766,0.4871
GPS,Urban Canyon,20.22,29.52,7,3.999,5.7564,0.8826
Galileo,Urban Canyon,17.46,29.63,8,3.942,6.8664,0.747
Galileo,Open Sky,30.56,42.91,13,1.422,0.4551,0.0151
GPS,Open Sky,22.29,38.77,11,2.347,1.4831,0.1331
GPS,Urban Canyon,24.15,33.77,10,2.231,4.6271,0.74
GPS,Open Sky,37.03,43.25,11,1.157,0.7176,0.1225
GPS,Open Sky,5.67,44.76,12,1.535,0.8156,0.178
GPS,Open Sky,32.85,44.88,9,2.076,0.1629,0.1495
BeiDou,Open Sky,36.93,39.63,15,1.613,0.4515,0.0857
Galileo,Open Sky,40.08,43.08,13,2.403,1.081,0.1043
BeiDou,Open Sky,57.29,39.94,11,1.557,0.1,0.0653
BeiDou,Urban Canyon,17.19,28.17,7,2.525,5.2781,0.6407
GPS,Open Sky,14.43,42.6,10,2.062,1.7853,0.0811
GLONASS,Urban Canyon,40.45,32.16,6,5.431,5.9517,0.4197
BeiDou,Open Sky,45.37,47.31,11,1.454,1.6635,0.1815
GLONASS,Urban Canyon,13.2,31.34,11,4.239,5.5544,0.6814
Galileo,Open Sky,65.91,38.17,11,1.979,1.262,0.0233
Galileo,Open Sky,35.36,38.82,10,2.427,0.1584,0.1771
GPS,Open Sky,20.78,39.54,10,2.72,0.4283,0.0974
Galileo,Open Sky,54.82,42.59,9,1.619,2.0673,0.1963
BeiDou,Open Sky,64.57,37.63,13,3.288,1.7621,0.0612
BeiDou,Urban Canyon,16.31,39.19,4,3.256,6.0344,0.8299
GPS,Urban Canyon,48.68,29.96,9,3.431,2.9961,0.3813
GLONASS,Open Sky,19.08,38.08,8,2.04,2.5268,0.2569
GPS,Open Sky,33.6,43.52,11,1.952,2.3523,0.0602
BeiDou,Urban Canyon,18.77,30.95,4,3.937,6.8909,0.4298
GPS,Urban Canyon,41.03,44.55,8,4.133,4.0501,0.6631
BeiDou,Open Sky,22.0,43.67,9,1.323,1.9254,0.0586
BeiDou,Urban Canyon,21.09,31.7,4,4.268,6.9446,0.6548
GPS,Open Sky,60.3,47.95,10,1.545,0.1,0.2853
GPS,Urban Canyon,38.25,45.34,6,4.748,5.4713,0.7674
BeiDou,Open Sky,44.23,43.85,12,2.322,2.2738,0.032
GPS,Open Sky,43.81,39.57,15,1.269,1.4108,0.0471
Galileo,Open Sky,55.61,43.28,9,1.357,2.1725,0.1356
BeiDou,Urban Canyon,18.52,38.78,6,4.008,3.8354,0.4559
Galileo,Open Sky,41.69,45.86,11,1.393,1.0309,0.4767
Galileo,Urban Canyon,29.96,27.2,9,3.198,5.1061,0.84
Galileo,Urban Canyon,7.15,38.61,8,5.202,3.9163,0.4639
GPS,Urban Canyon,7.89,36.24,9,3.435,5.0548,0.8161
BeiDou,Open Sky,54.77,39.51,11,2.588,1.9963,0.0345
GPS,Open Sky,48.41,45.12,10,1.713,2.0083,0.0703
GPS,Open Sky,33.45,38.94,11,2.133,0.68,0.121
GPS,Urban Canyon,22.58,43.22,4,3.059,3.6386,0.5735
BeiDou,Urban Canyon,28.0,28.47,6,3.817,5.075,0.6181
GPS,Open Sky,10.93,39.92,12,1.886,0.2645,0.2026
BeiDou,Urban Canyon,8.63,38.97,7,3.84,4.551,0.8129
GLONASS,Open Sky,55.06,42.66,10,1.25,0.4947,0.2041
BeiDou,Open Sky,70.4,44.65,10,3.449,1.2648,0.3662
BeiDou,Open Sky,49.4,44.85,8,1.735,2.3842,0.2826
BeiDou,Urban Canyon,41.51,36.21,7,2.312,3.958,0.7602
BeiDou,Open Sky,28.46,38.93,12,1.379,1.0203,0.0498
GPS,Open Sky,64.59,42.63,14,1.785,2.4498,0.3567
GLONASS,Urban Canyon,36.94,35.07,8,5.243,5.2929,0.6384
Galileo,Open Sky,44.39,35.6,11,1.447,0.3292,0.1554
Galileo,Open Sky,68.34,45.72,14,1.162,1.5939,0.1689
BeiDou,Open Sky,29.56,45.64,10,2.743,2.3714,0.1284
BeiDou,Open Sky,14.07,41.17,9,1.966,2.1118,0.0575
GLONASS,Open Sky,76.43,43.92,7,1.212,1.3467,0.1487
Galileo,Open Sky,27.62,39.35,9,1.601,0.1079,0.2476
Galileo,Urban Canyon,32.75,36.15,7,3.578,5.7634,0.5113
Galileo,Open Sky,48.41,49.88,13,2.026,0.2102,0.0559
Galileo,Urban Canyon,16.29,35.19,9,4.672,4.5381,0.5827
Galileo,Open Sky,56.23,49.13,10,1.7,1.4617,0.1445
GPS,Open Sky,33.37,46.58,12,2.019,1.3671,0.2383
GPS,Open Sky,65.71,41.29,14,1.49,2.0297,0.2413
GLONASS,Open Sky,43.09,32.9,11,2.238,1.7063,0.2272
Galileo,Open Sky,57.13,42.77,14,1.503,2.5,0.1795
BeiDou,Open Sky,44.43,43.83,13,3.406,2.3657,0.1125
GLONASS,Urban Canyon,47.73,35.5,4,6.996,5.4907,0.4431
GPS,Urban Canyon,42.2,27.6,8,2.688,2.6001,0.3569
GPS,Open Sky,43.23,39.62,14,1.295,0.1398,0.0765
GPS,Urban Canyon,54.37,36.88,11,2.608,2.0121,0.4341
BeiDou,Urban Canyon,11.95,32.56,4,3.599,5.896,0.4312
GPS,Urban Canyon,36.35,31.48,7,3.523,5.2317,0.8367
Galileo,Open Sky,56.34,39.28,10,2.585,3.2612,0.0625
BeiDou,Open Sky,49.07,45.47,11,1.486,2.9324,0.1183
BeiDou,Open Sky,72.98,39.3,8,1.802,1.9017,0.0702
GPS,Open Sky,41.02,33.23,11,3.472,2.22,0.1204
GPS,Open Sky,36.87,43.53,12,1.204,1.0908,0.3084
GPS,Urban Canyon,21.16,42.85,9,5.204,4.4795,0.5169
GPS,Urban Canyon,12.07,29.64,5,6.077,6.3145,0.3522
GPS,Open Sky,65.62,37.23,15,1.78,1.3282,0.1841
Galileo,Open Sky,76.98,40.64,8,1.96,1.2013,0.1804
BeiDou,Open Sky,56.48,44.84,13,1.621,1.7218,0.2276
Galileo,Open Sky,48.47,41.38,9,1.01,2.241,0.0449
GLONASS,Urban Canyon,40.11,29.0,13,1.941,3.7532,0.6675
GPS,Open Sky,83.38,39.14,10,1.727,1.0205,0.0987
BeiDou,Urban Canyon,26.71,37.22,4,5.4,6.141,0.5454
GLONASS,Urban Canyon,37.33,35.43,4,3.93,6.6724,0.6481
BeiDou,Urban Canyon,24.32,36.61,9,4.173,5.6322,0.5329
BeiDou,Urban Canyon,29.08,39.83,5,3.512,3.1947,0.7874
GPS,Open Sky,51.0,35.75,13,1.462,1.334,0.2024
GPS,Open Sky,38.53,47.23,15,1.74,0.6817,0.212
GPS,Open Sky,41.38,48.14,10,1.0,0.29,0.1016
Galileo,Urban Canyon,11.92,34.83,9,3.678,3.7093,0.6414
BeiDou,Open Sky,29.57,41.61,11,1.733,2.4653,0.3878
Galileo,Urban Canyon,47.65,24.35,9,6.046,4.7824,0.5603
GLONASS,Open Sky,66.61,45.34,14,2.412,1.0487,0.0876
Galileo,Open Sky,65.66,36.22,9,1.129,1.7179,0.1957
GPS,Open Sky,32.27,43.4,12,1.372,1.2121,0.4245
GPS,Urban Canyon,54.07,29.08,9,4.027,6.0011,0.6067
GLONASS,Open Sky,56.19,37.09,9,1.944,2.5925,0.0287
GLONASS,Open Sky,54.4,45.68,9,1.565,1.3097,0.1101
Galileo,Open Sky,43.39,33.92,11,1.076,0.1,0.0263
GPS,Urban Canyon,18.3,37.03,6,2.99,4.8241,0.438
GLONASS,Urban Canyon,12.83,29.96,6,3.483,6.4403,0.7887
GPS,Open Sky,44.12,37.54,11,2.572,1.6723,0.0806
BeiDou,Urban Canyon,19.12,24.72,9,2.073,2.0094,0.4477
GPS,Open Sky,41.57,42.13,12,2.196,1.1016,0.0313
GPS,Urban Canyon,39.02,35.46,5,2.051,3.6997,0.2893
Galileo,Open Sky,59.91,34.86,14,2.129,2.1468,0.2079
Galileo,Open Sky,67.41,43.55,9,2.449,0.9039,0.0971
Galileo,Urban Canyon,30.13,38.04,10,5.711,4.9881,0.4411
Galileo,Open Sky,45.53,45.24,8,1.023,0.4866,0.1068
BeiDou,Open Sky,35.33,51.42,13,2.247,0.1,0.1045
Galileo,Urban Canyon,5.0,34.65,5,2.587,4.0839,0.6327
Galileo,Urban Canyon,28.69,32.66,10,3.936,3.5777,0.5646
Galileo,Open Sky,50.85,42.38,15,2.136,0.1,0.0533
GPS,Urban Canyon,31.05,35.32,4,4.211,6.1926,0.6161
Galileo,Urban Canyon,29.18,36.35,8,4.862,5.6944,0.5977
GPS,Open Sky,42.67,42.21,10,1.292,1.3967,0.0818
GLONASS,Urban Canyon,45.67,35.54,9,2.436,5.0005,0.4843
GPS,Open Sky,12.06,36.56,10,2.19,1.8214,0.0784
BeiDou,Urban Canyon,33.71,36.88,11,2.056,2.266,0.839
Galileo,Open Sky,38.08,42.56,13,3.523,1.9151,0.0327
BeiDou,Open Sky,30.75,38.86,11,1.826,3.5261,0.2304
Galileo,Open Sky,41.13,35.82,11,1.209,1.3712,0.2654
GPS,Open Sky,47.98,43.01,10,3.357,2.2494,0.0007
BeiDou,Urban Canyon,33.37,40.52,10,4.381,4.9433,0.4659
GLONASS,Urban Canyon,27.59,39.83,6,2.743,4.3008,0.7917
GLONASS,Open Sky,58.25,45.54,9,1.454,2.2147,0.0956
Galileo,Open Sky,54.26,48.0,11,2.416,2.3617,0.2844
GLONASS,Open Sky,40.36,37.73,13,2.128,3.0962,0.0096
BeiDou,Open Sky,60.0,43.84,16,1.668,0.2799,0.1529
GLONASS,Open Sky,49.94,40.85,11,1.081,2.5344,0.0357
GPS,Urban Canyon,38.47,30.18,10,3.039,3.5098,0.6407
GLONASS,Urban Canyon,28.28,38.86,10,3.361,4.5352,0.8314
GLONASS,Open Sky,43.57,50.04,12,1.221,1.4119,0.3649
BeiDou,Open Sky,65.02,45.14,14,3.721,1.9678,0.1371
Galileo,Urban Canyon,56.35,43.45,8,3.485,3.8477,0.394
Galileo,Open Sky,24.1,41.02,9,1.15,0.5987,0.1632
BeiDou,Open Sky,26.71,47.67,13,1.976,1.8816,0.2996
Galileo,Open Sky,74.89,43.92,9,1.811,0.3942,0.0088
GLONASS,Open Sky,28.58,41.57,9,2.536,4.0341,0.0864
Galileo,Open Sky,5.0,40.59,9,2.993,1.1171,0.1224
GPS,Urban Canyon,11.83,41.43,4,3.98,3.6759,0.7929
GLONASS,Open Sky,9.19,41.73,12,2.362,3.2411,0.108
GPS,Urban Canyon,28.65,39.12,5,2.496,3.7374,0.5992
GPS,Open Sky,60.62,38.66,9,2.208,0.4548,0.1113
GLONASS,Urban Canyon,13.07,39.52,5,1.5,6.3707,0.7969
GLONASS,Open Sky,38.34,46.76,12,2.675,0.8768,0.1912
BeiDou,Open Sky,57.31,42.33,10,1.917,0.8739,0.0349
GPS,Open Sky,47.16,38.88,11,1.915,1.8418,0.1822
GPS,Open Sky,58.73,44.76,10,2.107,1.1838,0.034
BeiDou,Open Sky,18.77,34.7,10,1.909,2.4098,0.3865
GPS,Urban Canyon,42.95,27.18,10,4.915,5.7865,0.9718
GPS,Open Sky,73.89,44.92,11,2.56,0.266,0.1453
GPS,Open Sky,56.97,38.97,10,1.574,0.1,0.1261
Galileo,Open Sky,66.06,38.63,11,1.591,2.3732,0.1609
BeiDou,Urban Canyon,32.6,27.19,8,4.3,4.2522,0.6904
GLONASS,Urban Canyon,32.23,39.41,6,5.63,6.091,0.5605
GLONASS,Urban Canyon,18.05,41.91,8,2.998,5.115,0.4284
GPS,Urban Canyon,33.9,26.17,6,1.78,3.0807,0.6789
Galileo,Urban Canyon,31.18,38.54,9,3.051,3.253,0.6807
Galileo,Urban Canyon,15.83,32.6,9,3.402,4.9745,0.5158
GPS,Open Sky,54.22,45.36,12,2.279,1.1247,0.2246
GPS,Urban Canyon,38.87,28.82,7,2.017,4.6403,0.734
GPS,Urban Canyon,40.84,40.33,8,5.484,5.5029,0.4718
GPS,Open Sky,65.23,48.09,11,1.123,0.1,0.0566
Galileo,Urban Canyon,26.81,45.18,7,5.212,4.6251,0.7547
GLONASS,Open Sky,15.36,40.19,13,1.389,2.9112,0.0901
GPS,Open Sky,71.83,41.5,13,2.643,1.5735,0.0295
Galileo,Open Sky,52.15,43.26,13,1.915,0.245,0.1328
GLONASS,Urban Canyon,20.33,37.15,9,4.86,5.4797,0.5173
GLONASS,Urban Canyon,12.93,38.49,8,3.252,5.2943,0.5614
BeiDou,Open Sky,16.14,34.1,12,1.689,2.3272,0.1226
Galileo,Open Sky,27.49,40.38,14,1.657,0.5949,0.1347
BeiDou,Open Sky,37.81,45.49,11,2.322,2.9843,0.176
GPS,Open Sky,42.63,43.42,11,1.433,0.7731,0.3421
Galileo,Urban Canyon,36.54,32.5,10,2.761,5.0843,0.8278
GPS,Open Sky,64.37,46.05,12,3.493,1.0878,0.0756
Galileo,Open Sky,34.45,42.95,12,1.338,0.641,0.1514
Galileo,Open Sky,74.37,42.06,13,3.006,2.0349,0.3296
GPS,Urban Canyon,24.07,46.04,8,4.078,4.5346,0.4967
GLONASS,Open Sky,31.42,40.3,11,1.325,1.3883,0.109
GPS,Urban Canyon,42.34,37.93,7,2.552,4.6482,0.7432
GPS,Open Sky,57.58,41.88,9,1.813,2.6029,0.1186
GPS,Open Sky,52.43,49.72,8,1.0,0.7453,0.1994
Galileo,Urban Canyon,15.09,24.75,7,3.233,4.7763,0.4591
GPS,Open Sky,56.3,35.51,11,1.675,1.8909,0.3115
Galileo,Urban Canyon,34.41,33.63,4,4.689,5.3482,0.6313
GPS,Open Sky,31.19,39.42,11,1.493,2.681,0.0789
GLONASS,Urban Canyon,52.05,47.45,6,2.615,4.1588,0.6412
BeiDou,Urban Canyon,16.71,29.96,8,4.194,5.6362,0.6017
Galileo,Urban Canyon,37.44,30.81,6,2.133,5.2528,0.6811
GLONASS,Open Sky,53.44,43.68,11,1.449,1.9147,0.0491
BeiDou,Urban Canyon,38.57,49.11,5,2.997,4.7668,0.6453
BeiDou,Urban Canyon,34.19,48.39,9,3.9,3.648,0.6448
GLONASS,Open Sky,57.72,34.37,12,1.691,2.1532,0.0622
